ObjectID,X,Y,School,City,GradeLevels
2693,1757937.58105829,615486.99920182,WILLIAM HENRY OLIVER MIDDLE SCHOOL,Nashville,"5,6,7,8"
2694,781129.65383786,320040.59488827,WILLIAM HERBERT BREWSTER ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2695,2470569.60891527,611906.15108772,WILLOW BROOK ELEMENTARY,Oak Ridge,"K,1,2,3,4"
2696,1685661.95544725,556859.95733366,WILLOW HALL ACADEMY,Franklin,"K,1,2,3,4,5,6,7,8"
2697,797523.70394845,297316.5207883,WILLOW OAKS ELEMENTARY,Memphis,"K,1,2,3,4,5"
2698,1851781.03844942,655660.0348685,WILSON CENTRAL HIGH SCHOOL,Lebanon,"9,10,11,12"
2699,1884353.25313991,681126.09251561,WILSON CO ADULT HIGH SCHOOL,Lebanon,"9,10,11,12"
2700,1884643.63133632,680548.03336249,WILSON COUNTY VOCATIONAL CENTER,Lebanon,"8,9,10,11,12"
2701,2212896.65447135,686610.09698401,WILSON ELEMENTARY,Crawford,"PK,K,1,2,3,4,5,6,7,8"
2702,1849947.71449282,600456.92315181,WILSON ELEMENTARY SCHOOL,Murfreesboro,"K,1,2,3,4,5"
2703,1941074.84673808,307642.60984174,WINCHESTER CHRISTIAN ACADEMY,Winchester,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2704,772736.71508051,285574.24509325,WINCHESTER ELEMENTARY,Memphis,"PK,K,1,2,3,4,5"
2705,2418892.53183011,806036.81099125,WINFIELD ELEMENTARY,Winfield,"PK,K,1,2,3,4,5,6,7,8"
2706,814682.58640377,284401.84431551,WINRIDGE ELEMENTARY SCHOOL,Memphis,"K,1,2,3,4,5"
2707,1707910.47186823,565134.94689482,WINSTEAD ELEMENTARY SCHOOL,Franklin,"K,1,2,3,4,5"
2708,2772836.4922666,675867.54497833,WITT ELEMENTARY,Morristown,"K,1,2,3,4,5"
2709,2247936.28462644,266433.59352247,WOLFTEVER CREEK ELEMENTARY,Ooltewah,"PK,K,1,2,3,4,5"
2710,1945859.37656184,541832.41928675,WOODBURY GRAMMAR,Woodbury,"PK,K,1,2,3,4,5,6,7,8"
2711,1948595.11956392,510307.29362688,WOODBURY SDA ELEMENTARY SCHOOL,Woodbury,"1,2,3,4,5,6,7,8"
2712,803836.76163877,286999.50808343,WOODDALE HIGH SCHOOL,Memphis,"9,10,11,12"
2713,804083.77000302,285466.64828826,WOODDALE MIDDLE,Memphis,"6,7,8"
2714,3027460.01360308,743274.02602026,WOODLAND ELEMENTARY,Johnson City,"PK,K,1,2,3,4,5"
2715,2487715.93389994,615637.73564818,WOODLAND ELEMENTARY,Oak Ridge,"K,1,2,3,4"
2716,1951236.81271322,501877.41990887,WOODLAND ELEMENTARY,Bradyville,"K,1,2,3,4,5,6,7,8"
2717,1713638.82228035,681658.27224201,WOODLAND HILLS YOUTH DEVELOPMENT CENTER,Nashville,"7,8,9,10,11,12"
2718,1740074.09519711,600219.90591959,WOODLAND MIDDLE SCHOOL,Brentwood,"6,7,8,N"
2719,2125309.45136528,573469.53586402,WOODLAND PARK ELEMENTARY,Sparta,"PK,K,1,2,3,4,5"
2720,805776.28390868,304071.11334645,WOODLAND PRESBYTERIAN SCHOOL,Memphis,"PK,K,1,2,3,4,5,6,7,8"
2721,785631.4589859,372719.29355221,WOODLAWN BAPTIST ACADEMY,Millington,"PK,K,1,2,3,4,5,6,7,8,9,10,11"
2722,1527339.92696022,808511.10762021,WOODLAWN ELEMENTARY,Woodlawn,"PK,K,1,2,3,4,5"
2723,2199840.09660379,255637.23509033,WOODMORE ELEMENTARY,Chattanooga,"PK,K,1,2,3,4,5"
2724,3042397.35355496,740803.1112354,WOODRIDGE HOSPITAL,Johnson City,"K,1,2,3,4,5,6,7,8,9,10,11,12"
2725,782216.22120501,371424.90598785,WOODSTOCK MIDDLE SCHOOL,Millington,"6,7,8"
2726,788477.98929972,297998.02829474,WORD OF FAITH CHRISTIAN ACADEMY,Memphis,"K,1,2,3,4,5,6,7,8,9,10"
2727,818859.57632466,283228.30520703,WORLD OVERCOMERS CHRISTIAN ACADEMY,Memphis,"K,1,2,3,4,5,6"
2728,1752466.91653731,643476.79033938,WRIGHT MIDDLE SCHOOL,Nashville,"5,6,7,8"
2729,2535120.88108461,793640.45641368,WYNN HABERSHAM ELEMENTARY,Duff,"K,1,2,3,4,5,6,7,8"
2730,2281640.7463136,762610.03192611,YORK ELEMENTARY,Jamestown,"PK,K,1,2,3,4,5,6,7,8"
2731,1046948.69568951,655074.48256191,YORKVILLE ELEMENTARY,Yorkville,"PK,K,1,2,3,4,5,6,7,8"
2732,799947.29500825,345490.08335925,YOUTH DIMENSIONS,Memphis,"6,7,8,9,10,11,12"
2733,1872293.37979958,650177.65279338,YOUTH EMERGENCY SERVICES OF M T,Lebanon,"7,8,9,10,11,12"
2734,1628409.4650798,462417.12488426,ZION CHRISTIAN ACADEMY,Columbia,"K,4,5,6,7,8,9,10,11,12"
